Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width
3636,99304578,PLATSA,Wardrobes,1796,"SR 2,245",TRUE,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-2-doors-3-drawers-fonnes-white-s99304578/,No,"        Wardrobe with 2 doors+3 drawers,          300x57x241 cm",IKEA of Sweden,57,241,300
1281,60463498,SAKARIAS,Chairs,175,No old price,TRUE,https://www.ikea.com/sa/en/p/sakarias-stool-frame-black-60463498/,No,        Stool frame,Ebba Strandmark,51,49,39
1411,59303123,SVENBERTIL,Chairs,310,No old price,TRUE,https://www.ikea.com/sa/en/p/svenbertil-swivel-chair-white-balsberget-white-s59303123/,No,        Swivel chair,Mia Lagerman,69,,69
3012,39214321,LINNMON / GODVIN,Tables & desks,410,No old price,TRUE,https://www.ikea.com/sa/en/p/linnmon-godvin-table-white-white-stain-white-s39214321/,No,"        Table,          120x60 cm",Johanna Asshoff/IKEA of Sweden,,74,60
3606,59157353,ELVARLI,Wardrobes,678,SR 965,TRUE,https://www.ikea.com/sa/en/p/elvarli-1-section-white-s59157353/,No,"        1 section,          84x55x216 cm",IKEA of Sweden/Ehlén Johansson,55,216,84
1909,90091454,TROFAST,Nursery furniture,30,No old price,TRUE,https://www.ikea.com/sa/en/p/trofast-shelf-white-90091454/,No,        Shelf,Studio Copenhagen,,,30
942,99249520,HÄLLAN,Cabinets & cupboards,1575,No old price,TRUE,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s99249520/,No,"        Storage combination with doors,          90x47x167 cm",Jon Karlsson,47,167,90
3548,90421911,BRYGGJA,Wardrobes,597,SR 995,TRUE,https://www.ikea.com/sa/en/p/bryggja-storage-unit-dark-grey-90421911/,No,"        Storage unit,          120x173 cm",Ola Wihlborg,43,173,120
1398,308684,HATTEFJÄLL,Chairs,1045,No old price,TRUE,https://www.ikea.com/sa/en/p/hattefjaell-office-chair-gunnared-beige-00308684/,Yes,        Office chair,Monika Mulder,68,,68
2189,10251451,IKEA PS,"Sideboards, buffets & console tables",425,No old price,TRUE,https://www.ikea.com/sa/en/p/ikea-ps-cabinet-white-10251451/,No,"        Cabinet,          119x63 cm",Nicholai Wiig Hansen,40,63,119
2519,10405590,LIDHULT,Sofas & armchairs,350,No old price,TRUE,https://www.ikea.com/sa/en/p/lidhult-cover-for-corner-section-gassebol-light-beige-10405590/,Yes,        Cover for corner section,Henrik Preutz,,,
887,89161631,LIXHULT,Cabinets & cupboards,508,No old price,TRUE,https://www.ikea.com/sa/en/p/lixhult-storage-combination-grey-white-orange-red-s89161631/,No,"        Storage combination,          95x92 cm",Jon Karlsson,35,70,95
2631,49011766,MELLTORP / ADDE,Tables & desks,179,SR 205,TRUE,https://www.ikea.com/sa/en/p/melltorp-adde-table-and-2-chairs-white-s49011766/,No,"        Table and 2 chairs,          75 cm",Lisa Norinder/Marcus Arvonen,,72,75
685,40226790,UPPLEVA,Bookcases & shelving units,145,No old price,TRUE,https://www.ikea.com/sa/en/p/uppleva-wall-bracket-for-tv-tilt-swivel-40226790/,No,"        Wall bracket for TV, tilt/swivel,          19-32 """,IKEA of Sweden,,,
413,89276463,BROR,Bookcases & shelving units,445,SR 455,TRUE,https://www.ikea.com/sa/en/p/bror-shelving-unit-black-s89276463/,Yes,"        Shelving unit,          65x40x190 cm",IKEA of Sweden,40,190,65
789,59385755,BROR,Bookcases & shelving units,375,No old price,TRUE,https://www.ikea.com/sa/en/p/bror-shelving-unit-white-s59385755/,No,"        Shelving unit,          85x55x110 cm",IKEA of Sweden,55,110,85
3406,50425987,KALLVIKEN,TV & media furniture,135,No old price,TRUE,https://www.ikea.com/sa/en/p/kallviken-door-drawer-front-dark-grey-concrete-effect-50425987/,No,"        Door/drawer front,          60x38 cm",IKEA of Sweden,,38,60
1226,39207716,JULES,Chairs,255,No old price,TRUE,https://www.ikea.com/sa/en/p/jules-childrens-desk-chair-white-s39207716/,Yes,        Children's desk chair,Nicholai Wiig Hansen,56,,58
1263,79286033,MELLTORP / TEODORES,Chairs,579,No old price,TRUE,https://www.ikea.com/sa/en/p/melltorp-teodores-table-and-4-chairs-white-s79286033/,No,        Table and 4 chairs,David Wahl/Lisa Norinder,,,
3147,99304804,TOMMARYD,Tables & desks,595,No old price,TRUE,https://www.ikea.com/sa/en/p/tommaryd-table-anthracite-s99304804/,No,"        Table,          130x70 cm",Maja Ganszyniec,,75,70
1406,428318,HATTEFJÄLL,Chairs,1295,No old price,TRUE,https://www.ikea.com/sa/en/p/hattefjaell-office-chair-smidig-black-00428318/,No,        Office chair,Monika Mulder,68,,68
1904,69252712,STUVA / FRITIDS,Nursery furniture,730,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-fritids-chest-of-6-drawers-white-white-s69252712/,Yes,"        Chest of 6 drawers,          60x50x128 cm",Ebba Strandmark,50,128,60
272,90305803,VITTSJÖ,Bookcases & shelving units,245,No old price,TRUE,https://www.ikea.com/sa/en/p/vittsjoe-shelving-unit-black-brown-glass-90305803/,No,"        Shelving unit,          100x93 cm",Johan Kroon,36,93,100
1538,69221297,EKEDALEN / ODGER,Chairs,1975,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-odger-table-and-4-chairs-dark-brown-blue-s69221297/,No,"        Table and 4 chairs,          120/180 cm",Ehlén Johansson/J Löfgren/J Pettersson,,,
521,39303968,BROR,Bookcases & shelving units,565,No old price,TRUE,https://www.ikea.com/sa/en/p/bror-shelving-unit-white-s39303968/,No,"        Shelving unit,          85x55x190 cm",IKEA of Sweden,55,190,85
522,49285817,EKET,Bookcases & shelving units,94,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-white-s49285817/,Yes,"        Wall-mounted shelving unit,          35x35x35 cm",Jon Karlsson/IKEA of Sweden,35,35,35
1641,90366839,SONGESAND,Chests of drawers & drawer units,495,No old price,TRUE,https://www.ikea.com/sa/en/p/songesand-chest-of-3-drawers-white-90366839/,Yes,"        Chest of 3 drawers,          82x81 cm",IKEA of Sweden,50,81,82
350,39903791,ALGOT,Bookcases & shelving units,196,SR 232,TRUE,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s39903791/,No,"        Wall upright/shelves,          86x41x85 cm",Francis Cayouette,41,85,86
1966,39251993,HAVSTEN,Outdoor furniture,950,No old price,TRUE,https://www.ikea.com/sa/en/p/havsten-add-on-unit-in-outdoor-beige-s39251993/,No,"        Add-on unit, in/outdoor,          83x94x90 cm",Andreas Fredriksson,94,90,83
1598,99221446,EKEDALEN / BERNHARD,Chairs,5465,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-bernhard-table-and-6-chairs-brown-mjuk-white-s99221446/,No,"        Table and 6 chairs,          180/240 cm",Ola Wihlborg/Ehlén Johansson,,,
3232,99221446,EKEDALEN / BERNHARD,Tables & desks,5465,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-bernhard-table-and-6-chairs-brown-mjuk-white-s99221446/,No,"        Table and 6 chairs,          180/240 cm",Ola Wihlborg/Ehlén Johansson,,,
3551,39246911,PAX,Wardrobes,590,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-wardrobe-white-forsand-white-s39246911/,No,"        Wardrobe,          50x38x236 cm",IKEA of Sweden/Ehlén Johansson,38,236,50
651,60323592,BILLSBRO,Bookcases & shelving units,15,No old price,TRUE,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-60323592/,No,"        Handle,          40 mm",H Preutz/A Fredriksson,,,
2477,60396885,GRÖNLID,Sofas & armchairs,375,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-cover-for-2-seat-section-ljungen-dark-red-60396885/,Yes,        Cover for 2-seat section,Francis Cayouette,,,
3180,19250697,LISABO / SVENBERTIL,Tables & desks,1675,No old price,TRUE,https://www.ikea.com/sa/en/p/lisabo-svenbertil-table-and-4-chairs-ash-veneer-white-s19250697/,No,"        Table and 4 chairs,          140x78 cm",Mia Lagerman/K Hagberg/M Hagberg,,74,78
3481,79203815,PLATSA,Wardrobes,428,SR 535,TRUE,https://www.ikea.com/sa/en/p/platsa-wardrobe-white-fonnes-white-s79203815/,No,"        Wardrobe,          95-120x42x181 cm",Ola Wihlborg/IKEA of Sweden,42,181,60
3007,29280689,EKEDALEN / BERNHARD,Tables & desks,5465,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-bernhard-table-and-6-chairs-white-mjuk-golden-brown-s29280689/,No,"        Table and 6 chairs,          180/240 cm",Ehlén Johansson/Ola Wihlborg,,,
2996,69297249,NORRÅKER / RÖNNINGE,Tables & desks,1085,No old price,TRUE,https://www.ikea.com/sa/en/p/norraker-roenninge-table-and-2-chairs-birch-birch-s69297249/,No,"        Table and 2 chairs,          74x74 cm",Maja Ganszyniec/J Karlsson/N Karlsson,,,74
1462,10141170,HENRIKSDAL,Chairs,70,No old price,TRUE,https://www.ikea.com/sa/en/p/henriksdal-chair-cover-long-blekinge-white-10141170/,No,"        Chair cover, long",IKEA of Sweden,,,
2534,40399267,GRÖNLID,Sofas & armchairs,695,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-footstool-kimstad-dark-brown-40399267/,No,        Footstool,IKEA of Sweden,,38,47
168,50393830,KURA,Beds,149,No old price,TRUE,https://www.ikea.com/sa/en/p/kura-bed-tent-with-curtain-brown-50393830/,No,        Bed tent with curtain,S Edholm/L Ullenius,,68,97
3424,20351515,BESTÅ,TV & media furniture,75,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-drawer-frame-grey-stained-walnut-effect-20351515/,Yes,"        Drawer frame,          60x25x40 cm",IKEA of Sweden,40,25,60
962,20348896,ÖSTERNÄS,Cabinets & cupboards,49,No old price,TRUE,https://www.ikea.com/sa/en/p/oesternaes-leather-handle-tanned-leather-20348896/,No,"        Leather handle,          65 mm",H Preutz/A Fredriksson,,,25
945,49248858,LIXHULT,Cabinets & cupboards,841,No old price,TRUE,https://www.ikea.com/sa/en/p/lixhult-storage-combination-red-orange-grey-pink-white-blue-green-s49248858/,No,"        Storage combination,          130x117 cm",Jon Karlsson,35,95,130
462,70391038,HAVSTA,Bookcases & shelving units,695,No old price,TRUE,https://www.ikea.com/sa/en/p/havsta-shelving-unit-with-plinth-dark-brown-70391038/,Yes,"        Shelving unit with plinth,          61x37x212 cm",IKEA of Sweden,37,212,61
1556,29304765,NORDVIKEN / NORDVIKEN,Chairs,3345,No old price,TRUE,https://www.ikea.com/sa/en/p/nordviken-nordviken-table-and-6-chairs-white-white-s29304765/,No,"        Table and 6 chairs,          210/289x105 cm",Francis Cayouette,,,105
328,90301225,BRIMNES,Bookcases & shelving units,445,No old price,TRUE,https://www.ikea.com/sa/en/p/brimnes-bookcase-white-90301225/,Yes,"        Bookcase,          60x190 cm",K Hagberg/M Hagberg,35,190,60
1422,39161488,MELLTORP / JANINGE,Chairs,919,"SR 1,099",TRUE,https://www.ikea.com/sa/en/p/melltorp-janinge-table-and-4-chairs-white-yellow-s39161488/,No,"        Table and 4 chairs,          125 cm",John/Jonas/Petrus/Paul/Caroline/Lisa Norinder,,72,75
2086,29267659,SJÄLLAND,Outdoor furniture,1679,"SR 2,105",TRUE,https://www.ikea.com/sa/en/p/sjaelland-table-2-chairs-bench-outdoor-dark-grey-froesoen-duvholmen-dark-grey-s29267659/,Yes,"        Table+2 chairs+ bench, outdoor,          156x90 cm",IKEA of Sweden/David Wahl/Eva Lilja Löwenhielm,,73,90
367,49189199,EKET,Bookcases & shelving units,347,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-dark-grey-s49189199/,Yes,"        Cabinet combination with feet,          70x25x72 cm",IKEA of Sweden/Jon Karlsson,25,72,70
3188,29297232,NORRÅKER / NORRARYD,Tables & desks,1636,"SR 2,045",TRUE,https://www.ikea.com/sa/en/p/norraker-norraryd-table-and-4-chairs-birch-black-s29297232/,No,"        Table and 4 chairs,          125x74 cm",Nike Karlsson/J Karlsson/N Karlsson,,,74
2793,90278588,ARKELSTORP,Tables & desks,595,No old price,TRUE,https://www.ikea.com/sa/en/p/arkelstorp-window-table-black-90278588/,Yes,"        Window table,          80x40x75 cm",Ebba Strandmark,40,75,80
3214,69221320,EKEDALEN / HENRIKSDAL,Tables & desks,4565,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-henriksdal-table-and-6-chairs-dark-brown-glose-black-s69221320/,No,"        Table and 6 chairs,          180/240 cm",Karl Malmvall/Ehlén Johansson,,,
3455,90265246,HISHULT,TV & media furniture,35,No old price,TRUE,https://www.ikea.com/sa/en/p/hishult-handle-porcelain-white-90265246/,No,"        Handle,          140 mm",K Hagberg/M Hagberg,37,,12
772,70441566,RIKSVIKEN,Bookcases & shelving units,225,No old price,TRUE,https://www.ikea.com/sa/en/p/riksviken-door-light-bronze-effect-70441566/,No,"        Door,          60x64 cm",704.415.66 You can choose to mount the door on the right or left side.To be completed with BESTÅ hinges.1 door requires 1 pack of hinges. Sold separately.May be completed with knobs or handles. Sold separately.Drill template for marking of hole positions for handles or knobs is sold separately.,,64,60
2510,289317,STOCKSUND,Sofas & armchairs,100,No old price,TRUE,https://www.ikea.com/sa/en/p/stocksund-legs-for-armchair-sofas-black-00289317/,No,        Legs for armchair/sofas,Nike Karlsson,,18,
3303,40226790,UPPLEVA,TV & media furniture,145,No old price,TRUE,https://www.ikea.com/sa/en/p/uppleva-wall-bracket-for-tv-tilt-swivel-40226790/,No,"        Wall bracket for TV, tilt/swivel,          19-32 """,IKEA of Sweden,,,
3658,19306326,PAX,Wardrobes,2610,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-wardrobe-white-auli-mirror-glass-s19306326/,No,"        Wardrobe,          150x66x236 cm",IKEA of Sweden/Ehlén Johansson,66,236,150
498,50347503,ENERYDA,Bookcases & shelving units,17,No old price,TRUE,https://www.ikea.com/sa/en/p/eneryda-knob-chrome-plated-50347503/,Yes,"        Knob,          20 mm",Francis Cayouette,,,
3562,49325371,PLATSA,Wardrobes,435,No old price,TRUE,https://www.ikea.com/sa/en/p/platsa-wall-storage-white-s49325371/,No,"        Wall storage,          240x40x40 cm",Ola Wihlborg,40,40,240
435,90419965,JONAXEL,Bookcases & shelving units,20,SR 22,TRUE,https://www.ikea.com/sa/en/p/jonaxel-mesh-basket-white-90419965/,No,"        Mesh basket,          25x51x15 cm",IKEA of Sweden,51,15,25
365,89248314,IVAR,Bookcases & shelving units,275,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-1-section-shelves-pine-s89248314/,No,"        1 section/shelves,          89x30x179 cm",IKEA of Sweden,30,179,89
3336,9068316,BESTÅ,TV & media furniture,860,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-hanviken-black-brown-hanviken-stubbarp-black-brown-s09068316/,Yes,"        TV bench with doors,          120x42x74 cm",Marcus Arvonen/IKEA of Sweden,42,74,120
276,39318031,HYLLIS,Bookcases & shelving units,137,No old price,TRUE,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-in-outdoor-s39318031/,No,"        Shelving unit in/outdoor,          180x27x74-140 cm",IKEA of Sweden,27,,180
3010,366749,BEKANT,Tables & desks,495,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-table-top-half-round-white-stained-oak-veneer-00366749/,Yes,"        Table top,          140x70 cm",K Malmvall/E Lilja Löwenhielm,,,70
2066,50240031,ASKHOLMEN,Outdoor furniture,129,No old price,TRUE,https://www.ikea.com/sa/en/p/askholmen-chair-outdoor-grey-brown-foldable-grey-brown-stained-light-brown-stained-light-brown-50240031/,No,"        Chair, outdoor",IKEA of Sweden,49,87,36
1452,80341019,EKEDALEN,Chairs,225,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-chair-brown-orrsta-light-grey-80341019/,No,        Chair,Ehlén Johansson,51,95,43
407,20419964,JONAXEL,Bookcases & shelving units,25,SR 27,TRUE,https://www.ikea.com/sa/en/p/jonaxel-mesh-basket-white-20419964/,No,"        Mesh basket,          50x51x15 cm",IKEA of Sweden,51,15,50
1258,60341015,EKEDALEN,Chairs,225,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-chair-white-orrsta-light-grey-60341015/,No,        Chair,Ehlén Johansson,51,95,43
1149,60344759,REMSTA,Chairs,795,No old price,TRUE,https://www.ikea.com/sa/en/p/remsta-armchair-djuparp-dark-green-blue-green-blue-60344759/,Yes,        Armchair,IKEA of Sweden,72,88,60
844,19028754,LIATORP,Cabinets & cupboards,1445,No old price,TRUE,https://www.ikea.com/sa/en/p/liatorp-bookcase-with-glass-doors-white-s19028754/,No,"        Bookcase with glass-doors,          96x214 cm",Carina Bengs,38,214,96
2288,99192401,FÄRLÖV,Sofas & armchairs,1836,"SR 2,295",TRUE,https://www.ikea.com/sa/en/p/faerloev-2-seat-sofa-flodafors-white-s99192401/,Yes,        2-seat sofa,Francis Cayouette,106,88,178
3649,19306307,PAX,Wardrobes,3885,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-wardrobe-white-fjellhamar-dark-bamboo-s19306307/,No,"        Wardrobe,          200x66x236 cm",IKEA of Sweden/Andreas Fredriksson/Ehlén Johansson,66,236,200
1840,69337801,TROFAST,Children's furniture,200,No old price,FALSE,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-white-pink-s69337801/,Yes,"        Storage combination,          46x30x94 cm",Studio Copenhagen,30,94,46
1322,40466389,GISTAD,Chairs,945,No old price,TRUE,https://www.ikea.com/sa/en/p/gistad-recliner-idekulla-dark-red-40466389/,Yes,        Recliner,IKEA of Sweden,84,96,66
3542,10453755,RAKKESTAD,Wardrobes,45,No old price,TRUE,https://www.ikea.com/sa/en/p/rakkestad-shelf-black-brown-10453755/,No,"        Shelf,          76x50 cm",IKEA of Sweden,50,,76
1442,80371520,TROGEN,Chairs,89,No old price,TRUE,https://www.ikea.com/sa/en/p/trogen-childrens-step-stool-yellow-80371520/,No,"        Children's step stool,          40x38x33 cm",J Asshoff/H Brogård,38,33,40
3466,80437234,KLEPPSTAD,Wardrobes,349,No old price,TRUE,https://www.ikea.com/sa/en/p/kleppstad-wardrobe-with-2-doors-white-80437234/,No,"        Wardrobe with 2 doors,          79x176 cm",IKEA of Sweden,55,176,79
855,40347886,EDVALLA,Cabinets & cupboards,25,No old price,TRUE,https://www.ikea.com/sa/en/p/edvalla-drop-handle-brass-colour-40347886/,No,"        Drop handle,          18 mm",Francis Cayouette,11,,33
1391,80403154,VEDBO,Chairs,695,No old price,TRUE,https://www.ikea.com/sa/en/p/vedbo-chair-with-armrests-black-gunnared-dark-grey-80403154/,No,        Chair with armrests,Francis Cayouette,61,84,65
78,69185435,KRITTER,Beds,360,No old price,TRUE,https://www.ikea.com/sa/en/p/kritter-bed-frame-with-slatted-bed-base-white-s69185435/,No,"        Bed frame with slatted bed base,          70x160 cm",IKEA of Sweden/Anna Efverlund,,,75
944,10364066,LAPPVIKEN,Cabinets & cupboards,31.5,SR 45,TRUE,https://www.ikea.com/sa/en/p/lappviken-door-drawer-front-light-grey-10364066/,Yes,"        Door/drawer front,          60x38 cm",IKEA of Sweden,,38,60
199,89300750,FLOTTEBO,Beds,2236,"SR 2,795",TRUE,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-with-side-table-gunnared-medium-grey-s89300750/,Yes,"        Sofa-bed with side table,          120 cm",C Halskov/H Dalsgaard,120,79,200
1468,79161561,TORSBY / LEIFARNE,Chairs,1675,No old price,TRUE,https://www.ikea.com/sa/en/p/torsby-leifarne-table-and-4-chairs-high-gloss-white-white-s79161561/,No,"        Table and 4 chairs,          135 cm",IKEA of Sweden/Carl Öjerstam/Mia Lagerman,,73,85
